"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"795","숙박업","03_11_03_P","5060000","5060000-201-2004-00015","2004-12-20","","01","영업/정상","01","영업","","","","","054 4332055","999.59","740-976","경상북도 김천시 부곡동 402-21","경상북도 김천시 부곡시장1길 8 (부곡동)","39605","브라운도트1","2024-08-09 14:04:41","U","2024-08-11 02:40:00","여관업","299335.510153013","292183.919824182","여관업","6","1","1","6","1","1","0","25","","","","자가","","","N",
"796","숙박업","03_11_03_P","5060000","5060000-201-2003-00002","2003-04-29","","01","영업/정상","01","영업","","","","","054 431 2133","0.00","740-861","경상북도 김천시 아포읍 국사리 49-1번지","경상북도 김천시 아포읍 국사길 171","39674","발리모텔","2018-11-02 13:42:13","U","2018-11-04 02:35:47","여관업","313222.299365271","296168.37674604","여관업","5","0","1","5","0","0","28","0","","","","자가","","","N",
"797","숙박업","03_11_03_P","5060000","5060000-201-2010-00001","2010-02-04","","01","영업/정상","01","영업","","","","","054 4370606","1642.60","740-871","경상북도 김천시 남면 봉천리 51-3","경상북도 김천시 남면 운남로 238-16","39663","스테이칸","2024-04-11 16:32:16","U","2024-04-13 02:40:00","숙박업 기타","310348.976041288","292559.645850464","숙박업 기타","3","0","1","3","0","0","0","21","","","","","","","N",
"798","숙박업","03_11_03_P","5060000","5060000-201-2002-00011","2002-10-30","","01","영업/정상","01","영업","","","","","054 4340723","0.00","740-030","경상북도 김천시 감호동 29","경상북도 김천시 아랫장터3길 38 (감호동)","39576","아리아장여관","2023-10-31 15:50:44","U","2023-11-02 02:40:00","여관업","301596.415752099","291826.997557755","여관업","5","0","4","0","0","0","3","16","","","","","","","N",
"799","숙박업","03_11_03_P","5060000","5060000-201-2014-00005","2014-12-17","","01","영업/정상","01","영업","","","","","054 434 8007","658.60","740-811","경상북도 김천시 대항면 덕전리 1286번지","경상북도 김천시 대항면 덕전길 160","39569","힐링모텔1","2018-07-13 10:50:30","I","2018-08-31 23:59:59","여관업","293032.420621045","292638.396948309","여관업","2","0","1","2","0","0","0","9","","","","자가","0","0","N",
"800","숙박업","03_11_03_P","5060000","5060000-201-2014-00006","2014-12-17","","01","영업/정상","01","영업","","","","","054 434 8007","658.91","740-811","경상북도 김천시 대항면 덕전리 1273번지","경상북도 김천시 대항면 덕전길 158","39569","힐링모텔","2018-07-13 10:50:06","I","2018-08-31 23:59:59","여관업","292995.150692314","292633.621772908","여관업","2","0","1","2","0","0","0","9","","","","자가","0","0","N",
"801","숙박업","03_11_03_P","5060000","5060000-201-2004-00006","2004-06-18","","01","영업/정상","01","영업","","","","","054 4377995","1255.76","740-982","경상북도 김천시 평화동 145-5","경상북도 김천시 문화1길 39-2 (평화동)","39598","스테이201호텔","2024-06-17 13:38:52","U","2024-06-19 02:40:00","여관업","299726.502047136","292421.717845141","여관업","6","1","1","6","1","1","0","29","","","","자가","","","N",
"802","숙박업","03_11_03_P","5060000","5060000-201-1997-00004","1997-11-22","","01","영업/정상","01","영업","","","","","054 4376300","408.48","740-030","경상북도 김천시 감호동 158","경상북도 김천시 강변로 68 (감호동)","39591","몽플러스 모텔","2024-01-30 13:28:25","U","2024-02-01 02:40:00","여관업","301616.023781905","291530.592275558","여관업","4","0","0","0","0","0","20","0","","","","","","","N",
"803","숙박업","03_11_03_P","5060000","5060000-201-2011-00005","2011-11-09","","01","영업/정상","01","영업","","","","","054 4348896","658.42","740-831","경상북도 김천시 어모면 옥계리 25","경상북도 김천시 어모면 어모로 767-33","39501","제이(J)모텔","2024-10-10 15:46:14","U","2024-10-15 02:40:00","여관업","298640.18719512","302684.849319994","여관업","1","0","1","0","0","0","0","17","","","","","","","N",
"804","숙박업","03_11_03_P","5060000","5060000-201-2010-00002","2010-09-16","","01","영업/정상","01","영업","","","","","","658.26","740-872","경상북도 김천시 남면 운곡리 6-4","경상북도 김천시 남면 우장길 442-15","39664","허브하우스금오산힐링캠프","2021-06-21 10:02:43","U","2021-06-23 02:40:00","숙박업 기타","314870.385572155","289535.381296889","숙박업 기타","2","0","1","2","0","0","0","12","","","","","","","N",
"805","숙박업","03_11_03_P","5060000","5060000-201-2011-00002","2011-07-07","","01","영업/정상","01","영업","","","","","054 430 2727","658.68","740-811","경상북도 김천시 대항면 덕전리 1339-2번지","경상북도 김천시 대항면 덕전길 189","39569","엔모텔","2019-11-05 10:38:06","U","2019-11-07 02:40:00","여관업","293216.051565981","292696.087436538","여관업","2","0","1","2","0","0","0","9","","","","","","","N",
"806","숙박업","03_11_03_P","5060000","5060000-201-2017-00004","2017-07-28","","01","영업/정상","01","영업","","","","","040 80032279","587.08","740-873","경상북도 김천시 남면 오봉리 1257-2","경상북도 김천시 남면 오봉로 602-10","39664","리코모텔","2025-03-27 15:53:05","U","2025-03-29 02:40:00","여관업","310898.359890938","292566.176387615","여관업","3","0","1","2","0","0","0","20","","","","자가","0","0","N",
"807","숙박업","03_11_03_P","5060000","5060000-201-2003-00006","2003-12-08","","01","영업/정상","01","영업","","","","","054 4323210","1325.70","740-190","경상북도 김천시 덕곡동 1000-1","경상북도 김천시 영남대로 2031 (덕곡동)","39646","E 모텔","2021-09-02 10:44:33","U","2021-09-04 02:40:00","여관업","303557.916683579","291416.597954286","여관업","5","0","1","5","0","0","3","29","","","","자가","","","N",
"808","숙박업","03_11_03_P","5060000","5060000-201-2008-00005","2008-08-20","","01","영업/정상","01","영업","","","","","054 430 2442","651.82","740-975","경상북도 김천시 부곡동 363-5번지","경상북도 김천시 김천로 18-5 (부곡동)","39606","부곡드림텔","2018-07-13 10:19:15","I","2018-08-31 23:59:59","여관업","299485.241343145","292170.990695489","여관업","1","4","1","4","0","0","15","0","","","","자가","","","N",
"809","숙박업","03_11_03_P","5060000","5060000-201-2006-00005","2006-07-28","","01","영업/정상","01","영업","","","","","054 432 1946","458.47","740-871","경상북도 김천시 남면 봉천리 181-6번지","경상북도 김천시 남면 오봉로 804-4","39663","카모텔","2018-07-13 10:14:01","I","2018-08-31 23:59:59","여관업","310078.814626829","294037.793430718","여관업","2","1","2","2","0","0","0","7","","","","자가","","","N",
"810","숙박업","03_11_03_P","5060000","5060000-201-2006-00004","2006-07-31","","01","영업/정상","01","영업","","","","","054 432 1946","458.47","740-871","경상북도 김천시 남면 봉천리 181-9번지","경상북도 김천시 남면 오봉로 804-4","39663","캐슬모텔","2018-07-13 10:13:43","I","2018-08-31 23:59:59","여관업","310073.114384252","294004.320358564","여관업","2","1","2","2","0","0","0","7","","","","","","","N",
"811","숙박업","03_11_03_P","5060000","5060000-201-1994-00004","1994-07-14","","01","영업/정상","01","영업","","","","","054 436 4005","0.00","740-861","경상북도 김천시 아포읍 국사리 600-9번지","경상북도 김천시 아포읍 아포대로 1080","39674","로즈힐모텔","2018-11-02 13:19:29","U","2018-11-04 02:35:47","숙박업 기타","312151.594683839","296103.537704143","숙박업 기타","0","0","0","0","0","0","24","0","","","","","","","N",
"812","숙박업","03_11_03_P","5060000","5060000-201-2012-00002","2012-09-05","","01","영업/정상","01","영업","","","","","054 436 5588","282.36","740-872","경상북도 김천시 남면 부상리 378-5","경상북도 김천시 남면 농남로 997-42","39666","투엔원모텔1","2023-09-26 14:43:46","U","2023-09-28 02:40:00","숙박업 기타","313794.941871165","286765.270070392","숙박업 기타","2","0","2","2","0","0","0","7","","","","","","","N",
"813","숙박업","03_11_03_P","5060000","5060000-201-2012-00003","2012-11-13","","01","영업/정상","01","영업","","","","","054 436 5588","199.92","740-872","경상북도 김천시 남면 부상리 378","경상북도 김천시 남면 농남로 997-40","39666","투엔원모텔","2023-09-26 14:45:06","U","2023-09-28 02:40:00","여관업","313807.255635592","286752.918608917","여관업","2","0","0","0","0","0","0","7","","","","","","","N",
"814","숙박업","03_11_03_P","5060000","5060000-201-2017-00005","2017-10-18","","01","영업/정상","01","영업","","","","","","1490.26","740-976","경상북도 김천시 부곡동 424-2","경상북도 김천시 부곡중앙2길 37-4 (부곡동)","39627","비앤비호텔","2024-04-15 09:30:34","U","2024-04-17 02:40:00","여관업","299138.024923104","292094.592806976","여관업","8","0","1","8","0","0","1","47","","","","자가","0","0","N",
"815","숙박업","03_11_03_P","5060000","5060000-201-1997-00006","1997-02-24","","01","영업/정상","01","영업","","","","","054 432 3929","593.88","740-976","경상북도 김천시 부곡동 428-9","경상북도 김천시 가메실4길 6 (부곡동)","39626","나르모텔","2024-05-21 11:45:05","U","2024-05-23 02:40:00","여관업","299262.581766934","292023.864704395","여관업","4","0","0","0","0","0","20","0","","","","","","","N",
"816","숙박업","03_11_03_P","5060000","5060000-201-2010-00005","2010-11-01","","01","영업/정상","01","영업","","","","","070 71636501","658.12","740-871","경상북도 김천시 남면 봉천리 277번지","경상북도 김천시 남면 오봉로 804-19","39663","아리수","2020-05-22 15:38:08","U","2020-05-24 02:40:00","여관업","310172.36597422","294124.60812852","여관업","0","0","0","0","0","0","0","12","","","","","","","N",
"817","숙박업","03_11_03_P","5060000","5060000-201-2017-00006","2017-11-06","","01","영업/정상","01","영업","","","","","","1496.28","740-190","경상북도 김천시 덕곡동 1138-4번지","경상북도 김천시 영남대로 2015-10 (덕곡동)","39646","칸플러스호텔","2018-11-02 13:33:27","U","2018-11-04 02:35:47","여관업","303469.224604208","291496.220405603","여관업","0","0","2","5","0","0","0","29","","","","자가","0","0","N",
"818","숙박업","03_11_03_P","5060000","5060000-201-2004-00010","2004-11-06","","01","영업/정상","01","영업","","","","","054434 8999","1166.32","740-200","경상북도 김천시 삼락동 1210번지","경상북도 김천시 삼락택지2길 3 (삼락동)","39519","하이센스모텔","2020-01-17 11:56:16","U","2020-01-19 02:40:00","여관업","298382.397703049","294087.542629818","여관업","4","1","1","4","0","0","3","24","","","","자가","","","N",
"819","숙박업","03_11_03_P","5060000","5060000-201-2005-00006","2005-05-31","","01","영업/정상","01","영업","","","","","054439 9968","989.84","740-040","경상북도 김천시 용두동 34-1","경상북도 김천시 아랫장터길 65 (용두동)","39577","EX모텔","2025-02-04 13:41:27","U","2025-02-06 02:40:00","여관업","301557.392203747","291923.973519208","여관업","5","0","1","5","0","0","4","24","","","","자가","0","0","N",
"820","숙박업","03_11_03_P","5060000","5060000-201-1994-00002","1994-03-21","","01","영업/정상","01","영업","","","","","054 4364348","578.34","740-975","경상북도 김천시 부곡동 361-44","경상북도 김천시 시민탑1길 11 (부곡동)","39606","카누모텔","2024-04-29 13:52:21","U","2024-05-01 02:40:00","여관업","299445.03433704","292101.183826776","여관업","2","0","0","0","0","0","0","17","","","","","","","N",
"821","숙박업","03_11_03_P","5060000","5060000-201-1989-00003","1989-03-09","","01","영업/정상","01","영업","","","","","054 430 1616","270.00","740-983","경상북도 김천시 평화동 300-15","경상북도 김천시 평화중앙7길 1 (평화동)","39610","그랜드모텔","2025-01-02 13:47:20","U","2025-01-04 02:40:00","여관업","300226.534007166","291881.244977866","여관업","4","0","0","0","0","0","22","0","","","","","0","0","N",
"822","숙박업","03_11_03_P","5060000","5060000-201-2013-00001","2013-11-05","","01","영업/정상","01","영업","","","","","054 439 8989","622.34","740-862","경상북도 김천시 아포읍 인리 955번지","경상북도 김천시 아포읍 인2길 93","39670","샘모텔","2018-11-02 13:30:48","U","2018-11-04 02:35:47","여관업","312018.644248225","297092.378266906","여관업","0","0","1","2","0","0","0","14","","","","","","","N",
"823","숙박업","03_11_03_P","5060000","5060000-201-2004-00002","2004-01-13","","01","영업/정상","01","영업","","","","","054 4336182","907.83","740-976","경상북도 김천시 부곡동 425-22번지","경상북도 김천시 시민로 3 (부곡동)","39627","나비야모텔","2019-01-30 10:43:40","U","2019-02-01 02:40:00","여관업","299283.578793796","292118.243644884","여관업","7","1","2","7","0","0","1","24","","","","자가","","","N",
"824","숙박업","03_11_03_P","5060000","5060000-201-2017-00007","2017-12-18","","01","영업/정상","01","영업","","","","","054  4311100","666.55","740-862","경상북도 김천시 아포읍 인리 956","경상북도 김천시 아포읍 인2길 97","39670","시크릿호텔","2022-12-02 11:04:02","U","2022-12-04 02:40:00","여관업","312045.403467979","297072.953069792","여관업","3","0","1","3","0","0","0","10","","","","자가","0","0","N",
"825","숙박업","03_11_03_P","5060000","5060000-201-1990-00002","1990-01-15","","01","영업/정상","01","영업","","","","","054433 4470","91.00","740-030","경상북도 김천시 감호동 169번지","경상북도 김천시 강변로 76 (감호동)","39591","유정장여관","2018-08-20 17:48:46","I","2018-08-31 23:59:59","여관업","301592.045148619","291468.250647151","여관업","2","0","0","0","0","0","11","0","","","","","","","N",
"826","숙박업","03_11_03_P","5060000","5060000-201-2004-00007","2004-07-30","","01","영업/정상","01","영업","","","","","054 4379970","1177.53","740-871","경상북도 김천시 남면 봉천리 217","경상북도 김천시 남면 오봉로 804-166","39663","에이원풀빌라&캠핑","2024-01-22 15:43:05","U","2024-01-24 02:40:00","여관업","310125.12898016","293693.972087588","여관업","2","0","1","2","0","0","0","17","","","","자가","","","N",
"827","숙박업","03_11_03_P","5060000","5060000-201-2011-00001","2011-01-31","","01","영업/정상","01","영업","","","","","054 442 4149","871.26","740-150","경상북도 김천시 신음동 588-9 , 588-10, 588-13, 588-14","경상북도 김천시 아홉사리길 163 (신음동)","39534","마추피추","2024-12-02 10:20:33","U","2024-12-04 02:40:00","여관업","300548.394769277","294791.464800494","여관업","2","0","2","2","0","0","0","15","","","","","","","N",
