"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","승려수","신도수","창립연대","유래연혁","지정취소","지정취소일자","지정취소사유","전통사찰명",
"107","전통사찰","03_07_11_P","5130000","CDFD1010","1988-10-12","","01","영업/정상","05","지정","","","","","053)-815-0177","","","경상북도 경산시 삼북동 61번지","경상북도 경산시 장산로26길 20 (삼북동)","712-020","경산포교당","2014-02-05 13:49:47","I","2018-08-31 23:59:59","","357125.2244864","258810.779740267","0","500","","1932년 계룡산 충효사에 있던 우만월 보살이 불교의 포교를 위해 다니다가 지금의 포교당 자리가 불법전파의 명당자리라 여겨 터와 집을 구입하여 절을 지어 포교당으로 삼았다. 
1980년 비구니 재운 주지스님이 포교의 활성화를 위하여 법당을 2층으로 증축하였다.","N","","","경산포교당",
"108","전통사찰","03_07_11_P","5150000","CDFD1001","1998-07-21","","01","영업/정상","05","지정","","","","","054)833-2324","","","경상북도 의성군 단촌면 구계리 116번지","","","고운사","2007-12-07 17:10:05","I","2018-08-31 23:59:59","","356814.909849604","330043.049737578","5","2500","","신라 신문왕 원년(681년)에 의상조사가 창건, 그후 최치원이 중건하였음.","N","","","고운사",
"109","전통사찰","03_07_11_P","5150000","CDFD1002","1988-07-21","","01","영업/정상","05","지정","","","","","054-861-4222","","","경상북도 의성군 다인면 봉정리 894번지","","","대곡사","2009-12-21 18:19:53","I","2018-08-31 23:59:59","","323334.963732777","332998.854052312","1","1800","","고려 공민왕 17년에 나옹선사와 지공선사가 창건","N","","","대곡사",
"110","전통사찰","03_07_11_P","5150000","CDFD1003","1988-07-21","","01","영업/정상","05","지정","","","","","054-832-7913","","","경상북도 의성군 금성면 수정리 산 1번지","","","수정사","2007-12-07 16:31:00","I","2018-08-31 23:59:59","","","","1","500","","신라 신문왕 때 창건","N","","","수정사",
"111","전통사찰","03_07_11_P","5150000","CDFD1004","1988-07-21","","01","영업/정상","05","지정","","","","","054-833-5638","","","경상북도 의성군 사곡면 양지리 53번지","","","주월사","2009-12-21 13:44:04","I","2018-08-31 23:59:59","","361882.474534293","313304.088275661","1","300","","","N","","","주월사",
"112","전통사찰","03_07_11_P","5150000","CDFD1005","2003-05-01","","01","영업/정상","05","지정","","","","","862-1049","","","경상북도 의성군 안사면 월소리 559번지","","","지장사","2003-05-01 15:07:08","I","2018-08-31 23:59:59","","327477.53497203","331096.001769571","1","350","","신라시대 의상조사가 창건, 그후 1637(인조15년)에 세완대사가 중건","N","","","지장사",
"113","전통사찰","03_07_11_P","5150000","CDFD1006","1988-07-21","","01","영업/정상","05","지정","","","","","054-832-6696","","","경상북도 의성군 안평면 신안리 806번지","","","운람사","2009-12-21 18:16:13","I","2018-08-31 23:59:59","","344077.025487892","318984.392941987","1","300","","신라시대 의상조사가 창건","N","","","운람사",
"114","전통사찰","03_07_11_P","5150000","CDFD1007","1988-07-21","","01","영업/정상","05","지정","","","","","054-832-6748","","","경상북도 의성군 안평면 삼춘리 1011번지","","","옥련사","2009-12-21 17:50:47","I","2018-08-31 23:59:59","","339033.657693973","325327.527382816","1","500","","신라시대 의상조사가 창건","N","","","옥련사",
"115","전통사찰","03_07_11_P","5150000","CDFD1008","2004-01-27","","01","영업/정상","05","지정","","","","","054-832-5267","","","경상북도 의성군 비안면 산제리 1429번지","","","만장사","2009-12-21 17:34:38","I","2018-08-31 23:59:59","","337487.764099868","319554.490701264","1","300","","신라 의장왕때 창건","N","","","만장사",
"116","전통사찰","03_07_11_P","5150000","CDFD1009","1988-07-21","","01","영업/정상","05","지정","","","","","054-861-6717","","","경상북도 의성군 구천면 장국리 381번지","","","정수사","2009-12-21 17:42:46","I","2018-08-31 23:59:59","","325168.608331557","315427.969892757","2","300","","826-836년(흥덕왕)에 심지화상(신라 현덕왕의 자)이 창건하였고 1852년(철종3년) 흔허스님이 중창하였으며,
1873(고종10년) 상봉스님이 삼창하였다고 전함.","N","","","정수사",
"117","전통사찰","03_07_11_P","5160000","CDFD1002","1988-07-21","","01","영업/정상","05","지정","","","","","","","","경상북도 청송군 부동면 상의리 200번지","경상북도 청송군 부동면 공원길 226","","대전사","2003-05-09 08:57:46","I","2018-08-31 23:59:59","","392451.806296166","323902.242647884","0","0","","","N","","","대전사",
"118","전통사찰","03_07_11_P","5160000","CDFD1003","2003-05-09","","01","영업/정상","05","지정","","","","","054-872-2631","","","경상북도 청송군 파천면 송강리 2번지","경상북도 청송군 파천면 송강길 268","","수정사","2003-05-09 13:23:50","I","2018-08-31 23:59:59","","384149.058678195","335726.071283222","1","400","","","N","","","수정사",
"119","전통사찰","03_07_11_P","5160000","CDFD1001","1988-07-21","","01","영업/정상","05","지정","","","","","","","","경상북도 청송군 청송읍 덕리 429번지","경상북도 청송군 청송읍 현충로 51-352","","보광사","2003-05-09 08:54:53","I","2018-08-31 23:59:59","","383286.353306571","326020.446962636","0","0","","","N","","","보광사",
"120","전통사찰","03_07_11_P","5190000","CDFD1001","1988-07-21","","01","영업/정상","05","지정","","","","","054-373-0307","","","경상북도 청도군 청도읍 원리 981번지","경상북도 청도군 청도읍 원동길 304","","적천사","2003-04-29 15:23:09","I","2018-08-31 23:59:59","","357389.599010022","236195.913549989","1","700","","신라 문무왕4년(664)원효대사가 토굴로 창건 흥덕왕3년(828)심지왕사가 중창 고려 명종5년(1175)보조국사가 중건 영산전을 세움 임란 때 일부소실 현종5년(1664)왕의 사액으로 중수하여 현재에 이르고있다.","N","","","적천사",
"121","전통사찰","03_07_11_P","5190000","CDFD1002","1988-07-21","","01","영업/정상","05","지정","","","","","054-372-1433","","","경상북도 청도군 청도읍 유호리 산 1번지","","","대운암","2003-04-29 16:36:23","I","2018-08-31 23:59:59","","","","1","417","","대운암은 조선고종5년(1868) 부암선사가 범굴에서 수도하다 현몽이 있어 창건하고 그후 화재로 소실된 것을 신범해화상이 다시 중건하여 현재에 이르고있다.","N","","","대운암",
"122","전통사찰","03_07_11_P","5190000","CDFD1003","1988-07-21","","01","영업/정상","05","지정","","","","","","","","경상북도 청도군 화양읍 소라리 산 1번지","","","덕사","2003-04-29 15:57:34","I","2018-08-31 23:59:59","","355740.461119418","241781.010836375","1","180","","이 고장의  중심인 폐성지가 개가 달아나는 형상으로 주구산이라 부르면서 1576년(선조9년) 황응규(黃應奎)가 달아나는 개를 머물게 해야한다는 지리학설에 따라 절을 세웠다1816년(순조16년)에 장옥대사가 중수하여 오늘에 이르고 있다.","N","","","덕사",
"123","전통사찰","03_07_11_P","5190000","CDFD1005","1988-07-21","","01","영업/정상","05","지정","","","","","054-372-0690","","","경상북도 청도군 화양읍 동천리 산 657번지","","","신둔사","2003-04-29 16:11:46","I","2018-08-31 23:59:59","","","","1","1460","","고려 원종3년 보각국사가 창건하여 봉림사라 하였으며 조선 현종8년(1667)에 상견대사가 중창하고 1878년 다시 중수를 거쳐 신둔사라 개칭하고 1926년 송호화상이 중창하여 지금에 이르고있다.","N","","","신둔사",
"124","전통사찰","03_07_11_P","5190000","CDFD1006","1988-07-21","","01","영업/정상","05","지정","","","","","054-373-0029","","","경상북도 청도군 화양읍 신봉리 산 495번지","","","죽림사","2003-04-29 16:16:17","I","2018-08-31 23:59:59","","","","1","1950","","신라 진평왕32년(610)에 법정대사가 창건하여 화남사라 칭하였고 그 뒤 대나무가 무성하게 자라 죽림사라 개칭 고려 명종10년(1180) 왕사였던 보조국사가 중건 조선 테조때 무학대사가 중수하였다.","N","","","죽림사",
"125","전통사찰","03_07_11_P","5190000","CDFD1007","1988-07-21","","01","영업/정상","05","지정","","","","","054-372-7204","","","경상북도 청도군 각북면 오산리 1062번지","경상북도 청도군 각북면 헐티로 1375-9","","용천사","2003-04-29 16:19:35","I","2018-08-31 23:59:59","","340709.143423164","247653.752711731","1","612","","신라 문무왕10년(670)의상대사가 창건하여 옥천사라 하였으며 고려 원종8년(1267)보각국사(일연)가 중창하여 불일사로 개칭 다시 용천사로 고쳤으며 지금가람은 1805년(순조5년)의열화주가 크게 중수하여 오늘에 이르고있다.","N","","","용천사",
"126","전통사찰","03_07_11_P","5190000","CDFD1008","1988-07-21","","01","영업/정상","05","지정","","","","","054-372-6534","","","경상북도 청도군 각남면 옥산리 1134번지","","","대산사","2003-04-29 16:22:32","I","2018-08-31 23:59:59","","346205.013664751","234562.080822046","1","350","","초창은 신라 흥덕왕5년에 용봉사라 하였으며 조선중엽화재로 소진된 것을 고종13년(1876)에 의문화상이 중수하여 대산사라 개칭하였음.","N","","","대산사",
"127","전통사찰","03_07_11_P","5190000","CDFD1009","1988-07-21","","01","영업/정상","05","지정","","","","","054-372-8800","","","경상북도 청도군 운문면 신원리 1789번지","경상북도 청도군 운문면 운문사길 264","","운문사","2003-04-29 16:26:35","I","2018-08-31 23:59:59","","377420.647872616","241903.169892964","80","56000","","557년(신라 진흥왕18년) 신승이 창건하고 대작갑사 칭함 진평왕 때 원광법사 중창 937년 고려태조(왕건)가 주지 보양국사에게 운문선사라는 사액을 주었으며 그 후 원응국사가 중수하고 일연선사가 다시 중창하여 1958년부터 비구니도량과 승가대학으로 이어져오고 있음.","N","","","운문사",
"128","전통사찰","03_07_11_P","5190000","CDFD1010","1988-07-21","","01","영업/정상","05","지정","","","","","054-372-3876","","","경상북도 청도군 금천면 박곡리 795번지","","","대비사","2003-04-29 16:29:29","I","2018-08-31 23:59:59","","375292.888156769","241317.556490177","1","200","","557년(신라 진흥왕34년)에 창건 소작갑사 칭함 진평왕 때 중창하고 고려시대 박곡리에서 현 위치로 이건 왕실 대비가 수양 차 이곳에서 오랫동안 기거해 대비사로 개칭하였음.","N","","","대비사",
"129","전통사찰","03_07_11_P","5190000","CDFD1011","1988-07-21","","01","영업/정상","05","지정","","","","","054-372-5040","","","경상북도 청도군 매전면 용산리 산 93번지","","","불령사","2003-04-29 16:32:39","I","2018-08-31 23:59:59","","365563.846511535","241094.761040131","1","320","","645년(신라 선덕여왕14년)에 원효대사가 창건 1912년 봉주가 중창 1930년 이종태가 중수하였고 1968년 5층탑으로 제 조성한 전탑이 있다.","N","","","불령사",
"130","전통사찰","03_07_11_P","5190000","CDFD1012","1988-07-21","","01","영업/정상","05","지정","","","","","054-372-1434","","","경상북도 청도군 청도읍 고수리 611-1번지","경상북도 청도군 청도읍 앞산공원길 14","","보현사","2003-04-29 16:35:43","I","2018-08-31 23:59:59","","357552.311964542","239291.364769163","1","580","","1945년 광복직후 적천사 포교당으로 창건 현재는 태고종 개인사찰이다. 호국영령을 위한 충혼탑과 납골당을 만들어 신도들의 유골을 안차하기도 한다.","N","","","보현사",
"131","전통사찰","03_07_11_P","5190000","CDFD1013","1988-07-21","","01","영업/정상","05","지정","","","","","054-373-0307","","","경상북도 청도군 청도읍 원리 981번지","경상북도 청도군 청도읍 원동길 304","","적천사","2009-10-29 18:39:46","I","2018-08-31 23:59:59","","357389.599010022","236195.913549989","1","180","","신라 문무왕4년 원효대사창건 심지왕사 중건 보조국사 중창 임란 일부소실","N","","","적천사",
"132","전통사찰","03_07_11_P","5190000","CDFD1014","1988-07-21","","01","영업/정상","05","지정","","","","","054-372-1433","","","경상북도 청도군 청도읍 유호리 산 1번지","","","대운암","2009-10-29 18:49:15","I","2018-08-31 23:59:59","","","","1","20","","","N","","","대운암",
"133","전통사찰","03_07_11_P","5190000","CDFD1004","2003-04-29","","01","영업/정상","05","지정","","","","","054-373-1964","","","경상북도 청도군 화양읍 송금리 256번지","","","대적사","2003-04-29 16:06:00","I","2018-08-31 23:59:59","","355595.788378104","247242.963220397","1","1200","","876년(신라헌강왕2년) 보조선사가 창건했으며 임란 때 화재로 폐허된 것을 1689년(숙종15년)성해대사가 크게 중수하여 삼존불을 모시고 사찰의 면모를 갖추었음.","N","","","대적사",
"134","전통사찰","03_07_11_P","5200000","CDFD1001","1988-10-12","","01","영업/정상","05","지정","","","","","954-2400","","","경상북도 고령군 대가야읍 연조리 206번지","","","관음사","2010-10-05 13:34:02","I","2018-08-31 23:59:59","","314477.710242033","248844.071941495","1","2000","","1901. 5. 26 해인사 교포당으로 창건되어 동화사 말사로 편입","N","","","관음사",
"135","전통사찰","03_07_11_P","5200000","CDFD1002","1988-07-21","","01","영업/정상","05","지정","","","","","954-1498","","","경상북도 고령군 쌍림면 용리 187번지","","","반룡사","2010-10-05 13:33:40","I","2018-08-31 23:59:59","","309968.406005353","248600.685906798","1","1700","","신라 애장왕 3년(802) 해인사 창건 당시 건립되었다고 전하며 신라말 보조국사, 고려말 나웅대사, 임란시 사면대사 등이 여러차례 중건하였으나, 병화로 불타버린 것을 영조40년(1764) 현감 윤심협이 댜웅전과 만세루, 요사 등을 중건하였으며 1930경에 다시 중수, 최근에 대적광전, 육화당, 심검당, 요사을 중수하는 등 중창불사 중에 있다","N","","","반룡사",
